Country,Currency Name,Currency Code,ISO Code,Population 2018,Population 2019,Population 2020,Population 2021,Population 2022,Population 2023,Population 2024,Population 2025,GDP 2018,GDP 2019,GDP 2020,GDP 2021,GDP 2022,GDP 2023,GDP 2024,GDP 2025,GDP Growth 2018,GDP Growth 2019,GDP Growth 2020,GDP Growth 2021,GDP Growth 2022,GDP Growth 2023,GDP Growth 2024,GDP Growth 2025,GDP Per Capita 2018,GDP Per Capita 2019,GDP Per Capita 2020,GDP Per Capita 2021,GDP Per Capita 2022,GDP Per Capita 2023,GDP Per Capita 2024,GDP Per Capita 2025,Unemployment 2018,Unemployment 2019,Unemployment 2020,Unemployment 2021,Unemployment 2022,Unemployment 2023,Unemployment 2024,Unemployment 2025,Population Growth Rate 2018,Population Growth Rate 2019,Population Growth Rate 2020,Population Growth Rate 2021,Population Growth Rate 2022,Population Growth Rate 2023,Population Growth Rate 2024,Population Growth Rate 2025,Defense Expenditure (% of GDP) 2018,Defense Expenditure (% of GDP) 2019,Defense Expenditure (% of GDP) 2020,Defense Expenditure (% of GDP) 2021,Defense Expenditure (% of GDP) 2022,Defense Expenditure (% of GDP) 2023,Defense Expenditure (% of GDP) 2024,Defense Expenditure (% of GDP) 2025,Yearly Change,Net Change,Density (P/Km²),Land Area (Km²),Migrants (net),Fertility Rate,Median Age,Urban Pop %,World Share,Age Structure (0-14),Age Structure (15-64),Age Structure (65+),GDP (PPP),GDP (Official Exchange Rate),Inflation Rate,GDP Composition - Agriculture,GDP Composition - Industry,GDP Composition - Services,Life Expectancy (both),Life Expectancy (female),Life Expectancy (male),Religion 1,Religion 2,Religion 3,Religion 4,Religion 5,Religion 1 Percentage,Religion 2 Percentage,Religion 3 Percentage,Religion 4 Percentage,Religion 5 Percentage
Romania,Romanian leu,Leu or Lei (pl.),RON,19473970,19371648,19265250,19122059,19048502,19059479,,,243468683030.34,251677082534.495,252033792712.145,286578196368.297,296354358293.475,350775856415.189,,,6.120930007146,3.92326384963494,-3.67438440910189,5.5457096259051,3.96530766311717,2.40427177912809,,,12502.2624061935,12992.0326104674,13082.3006559554,14986.7854904274,15557.8826247584,18404.2730871704,,,4.187,3.912,5.035,5.59,5.614,5.589,,,-0.587493307403584,-0.526814821936341,-0.550759892541776,-0.746036478523061,-0.385412679960785,0.057609980983218,,,1.79144423500295,1.83559871426307,2.00950429821317,1.85259347107342,1.72487428747058,1.61389529499238,,,-0.54,-103391.0,83.0,230170.0,-28466.0,1.7,43.0,55.0,0.23,15.4,62.0,22.6,775.064,350.776,10.4,3.9,26.7,60.7,76.09,79.68,72.56,Catholic,,,,,85.3,,,,
Russian Federation,N/A,N/A,N/A,145398106,145453291,145245148,144746762,144236933,143826130,,,1657328773461.31,1693115002708.32,1493075894362.14,1843392293734.38,2266029240645.34,2021421476035.42,,,2.80724541059601,2.19807571335009,-2.65365450102773,5.61429037578345,-2.06971152527731,3.60000000000001,,,11211.8876953125,11447.701171875,10108.3271484375,12521.5224609375,15445.2421875,13817.0458984375,,,4.871,4.513,5.62,4.749,3.867,3.076,,,0.0721356165400605,0.037947213753429,-0.143202031827637,-0.343724409889771,-0.352843110363082,-0.285217600763343,,,3.71982243956434,3.86033750437073,4.17147890118067,3.61174068304112,4.69003483064793,5.86418887229231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,Rwandan franc,FRw,RWF,12487996,12776103,13065837,13355260,13651030,13954471,,,9637904655.17446,10349300380.33,10174387374.3478,11069280649.6459,13316160895.0447,14097768472.1883,,,8.51646722592409,9.44738518613097,-3.37368746369782,10.8579677614975,8.15773308481241,8.24128769450616,,,771.773521962568,810.051420243718,778.701538550324,828.833032800998,975.469315871749,1010.2689290184,,,10.759,11.236,11.829,15.775,15.084,12.352,,,2.31630729613291,2.28086099658628,2.24244883430144,2.1909353521865,2.19046619232976,2.1984982050137,,,1.23514702337913,1.19793121977431,1.47386932055023,1.51397529734675,1.33385462233887,1.26615243356263,,,2.16,302096.0,578.0,24670.0,-15582.0,3.6,20.0,18.0,0.17,37.2,59.7,3.1,42.701,14.098,19.79,27.1,21.5,44.3,68.02,70.14,65.71,Catholic,,,,,95.9,,,,
Saudi Arabia,Saudi riyal,Rl or Rls (pl.),SAR,30196281,30063799,31552510,30784383,32175224,33264292,,,846583733333.333,838564800000,734271200000,874156000000,1108571466666.67,1067582933333.33,,,3.19922678028009,1.09773374954092,-3.58153486307663,5.07511034987979,7.48598429134137,-0.754914810584665,,,28036.0264674095,27892.8421521179,23271.4037647084,28396.0864182336,34454.1957708412,32093.9622984711,,,6.029,5.636,7.66,6.621,5.589,4.008,,,-2.5537682578428,-0.439701419074031,4.833138517103,-2.46456261487283,4.41891994509507,3.32877939509885,,,8.81333517624339,7.79458844216861,8.7921741101353,7.22921983667662,6.39742215278993,7.08638630224988,,,2.1,698465.0,16.0,2149690.0,122170.0,2.3,30.0,92.0,0.42,22.9,72.7,4.4,1.831,1.068,2.33,2.7,47.0,44.9,78.98,81.33,77.33,Catholic,,,,,90.0,,,,
Sudan,Sudanese pound,LS,SDG,44230596,45548175,46789231,48066924,49383346,50042791,,,32333780383.2924,32338079165.2893,27034593750,34229513774.9936,51666875363.0963,109265503110.904,,,-2.6809305497999,-2.17825104530091,-3.62980082410752,-1.8685204827207,-0.957816591119183,-20.1115759693272,,,731.027465820313,709.975280761719,577.795227050781,712.122009277344,1046.24084472656,2183.44140625,,,12.303,11.658,11.958,11.044,7.53,,,,3.48828675547566,2.93537902352139,2.6882512565735,2.6941220236505,2.70189520043666,1.32652175747925,,,1.77892402693237,1.63015149648972,0.978360320871545,0.915918757058143,,,,,0.81,406172.0,29.0,1765048.0,-544257.0,4.3,18.0,35.0,0.62,40.1,56.7,3.2,123.565,109.266,,5.5,5.1,7.5,66.52,69.83,63.45,,,,,,,,,,
Senegal,West African CFA franc,F.CFA,XOF,15914498,16352922,16789219,17220867,17651103,18077573,,,23116701556.1381,23403995992.1354,24530513037.7518,27520784129.7508,27619479059.6131,30848333083.7055,,,6.20924103389086,4.61362809749708,1.3420737726679,6.54400109964304,3.82586363675534,4.58406140454957,,,1452.55612562445,1431.18128932159,1461.08720350553,1598.10676952274,1564.74522071584,1706.44218024762,,,3.455,2.863,3.437,3.44,2.837,2.8,,,2.8004569855314,2.71760793051867,2.63303572524896,2.53848919398481,2.46764281803509,2.38738348832592,,,1.66692756826471,1.52473710605653,1.41190887856501,1.77917638974008,1.53810562054109,1.46776048919388,,,2.35,424411.0,96.0,192530.0,-10307.0,3.8,19.0,52.0,0.23,40.7,55.9,3.4,78.045,30.848,5.94,17.4,24.3,49.2,68.92,71.01,67.01,Catholic,,,,,97.2,,,,
Singapore,Singapore dollar,$,SGD,5638676,5703569,5685807,5453566,5637022,5917648,,,376892697588.005,376901649222.451,349488382610.662,434111559282.849,498474540987.78,501427500080.059,,,3.51711418509255,1.34505874082728,-3.86979893430043,9.69076687082064,3.83807678519807,1.07503175095101,,,66840.6373389791,66081.7199235165,61466.803676358,79601.4129622433,88428.7024226232,84734.2559206054,,,3.613,3.1,4.1,4.64,3.591,3.444,,,0.469704298714121,1.14428330688929,-0.311904961250833,-4.17033630017526,3.30862052439523,4.85831607781442,,,2.80793327423872,2.76017573618952,2.81188317988763,2.5987935314514,2.57771863323481,2.65866567626877,,,0.75,43297.0,8332.0,700.0,20011.0,1.0,36.0,,0.07,14.6,71.1,14.3,754.758,501.428,4.82,0.0,22.4,72.4,83.86,86.36,81.38,Muslim,,,,,31.1,,,,
Solomon Islands,Solomon Islands dollar,$,SBD,709101,728147,744498,762591,781066,800005,,,1615478393.28614,1619155017.3924,1536145814.17007,1522794913.0914,1566360686.10632,1633319401.19414,,,2.74599542334096,1.74856655451832,-3.3811475409836,2.56434975416948,2.40248143622522,3.07976981501386,,,2278.20633913383,2223.66502559565,2063.33101522108,1996.86976779348,2005.4139933198,2041.6364912646,,,0.72,0.743,0.864,0.884,1.483,1.455,,,3.35985912747517,2.65049803426017,2.22072148638778,2.40116798691356,2.39378076885188,2.39583243369756,,,,,,,,,,,2.4,19193.0,29.0,27990.0,1610.0,3.5,20.0,23.0,0.01,30.6,64.2,5.3,2.027,1.633,5.89,33.8,18.7,47.3,70.69,72.18,69.36,Catholic,,,,,73.4,,,,
Sierra Leone,Sierra Leonean leone,Le,SLE,7554563,7731991,7912558,8094602,8276807,8460512,,,6390514688.52816,6523577590.38319,6688594757.62129,7165214367.64956,7119137321.90082,6411869546.28929,,,3.47290262012454,5.50270937378153,-1.2533490322766,5.8968527047094,5.3135546141915,5.7100218981806,,,845.914540460932,843.71251730417,845.313836261458,885.184270659578,860.130884035452,757.85833603088,,,3.192,3.203,3.508,3.556,3.175,3.153,,,2.34731039123252,2.32146457882717,2.30847202655897,2.27463021517533,2.22598462352813,2.19524258771884,,,0.751992568713766,0.672477267518061,0.546605434850038,0.609065850522684,0.685622766144689,0.560437347011943,,,2.15,181510.0,120.0,72180.0,-11000.0,3.7,19.0,45.0,0.11,40.1,57.4,2.5,25.671,6.412,47.64,29.1,26.0,42.0,61.96,63.7,60.23,Muslim,,,,,77.1,,,,
El Salvador,United States dollar,$,USD,6219807,6222318,6234673,6255782,6280319,6309624,,,26020850000,26881140000,24921190000,29043140000,31988920000,34015620000,,,2.4124442237792,2.43747159065784,-7.893101359867,11.9047617015957,2.79955216943868,3.51097706608982,,,4183.54620971358,4320.11671534627,3997.19279583709,4642.60743101342,5093.51833879776,5391.06926181338,,,4.006,4.17,5.008,4.327,2.999,2.992,,,0.100922206462958,0.0403628806830014,0.198362574897496,0.338002420196154,0.39146192798287,0.465531145369394,,,1.13220727885334,1.18000962074512,1.37945779018632,1.1937626515235,1.41124078153785,1.28386195281933,,,0.45,28569.0,306.0,20720.0,-23102.0,1.8,27.0,79.0,0.08,25.3,66.3,8.4,71.957,34.016,4.05,4.6,25.0,59.8,72.3,76.49,67.76,Catholic,,,,,43.9,,,,
San Marino,Euro,€,EUR,34522,34663,34770,34252,33755,33860,,,1655353653.05934,1616232125.12587,1544714493.24409,1855395999.76534,1831700577.08904,,,,1.49390531817373,2.06568514732739,-6.64791081780605,13.8977895076234,7.89844145767604,,,,47950.6880557136,46627.0122356944,44426.6463400658,54168.9828262684,54264.570495898,,,,,,,,,,,,2.03966279076457,0.407603368403658,0.308211037123611,-1.50099888558244,-1.46164026701119,0.310582221115543,,,,,,,,,,,-0.45,-152.0,560.0,60.0,37.0,1.2,48.0,100.0,0.0,14.2,64.3,21.5,,1.832,,0.0,37.6,55.1,,,,,,,,,,,,,
Somalia,Somali shilling,Sh or Shs (pl.),SOS,15452487,16030971,16651191,17271431,17801897,18358615,,,7873440838.36559,8655023960.002,8628393719.99922,9483997404.25227,10202767269.9603,10968517090.0004,,,2.05431485565899,2.82431336541845,-2.75248103927831,3.45822792939802,2.72711429582988,4.21638432609835,,,509.525802439801,539.893931565468,518.184778494176,549.114743546859,573.128092470162,597.458854603159,,,18.738,18.828,19.413,19.662,19.05,18.941,,,3.52933303532182,3.67525774477084,3.79592066888979,3.65720037777736,3.0251275475745,3.07939219638342,,,,,,,,,,,3.54,650536.0,30.0,627340.0,26859.0,6.0,16.0,46.0,0.23,41.4,55.8,2.8,25.747,10.969,,,,,58.97,61.55,56.49,Muslim,,,,,99.9,,,,
Serbia,Serbian dinar,DIN,RSD,6982604,6945235,6899126,6834326,6664449,6623183,,,52787520248.9242,53864693664.5568,55874017668.998,66159884072.5308,66797564758.339,81342660752.3732,,,4.64935035491007,4.75020793899014,-0.950023991851594,7.94905650472278,2.63098644408841,3.84747112784942,,,7559.86165747394,7755.632986437,8098.70955668849,9680.52798074468,10022.9688543402,12281.5058488303,,,12.733,10.395,9.011,9.843,8.439,8.268,,,-0.546351968633598,-0.536610017822353,-0.666107601320794,-0.943688169512831,-2.5170575672922,-0.621120944154492,,,1.63668788454782,2.52647074818265,2.37558463404513,2.31320387955173,2.71134129432343,2.85324638561608,,,-0.55,-36985.0,77.0,87460.0,-8132.0,1.5,44.0,73.0,0.08,14.4,65.6,20.0,172.402,81.343,12.37,3.8,24.0,57.6,76.94,80.18,73.68,Catholic,,,,,84.6,,,,
South Sudan,South Sudanese pound,SS£,SSP,10122977,10423384,10698467,10865780,11021177,11483374,,,,,,,,,,,,,,,,,,,,,,,,,,,12.952,12.709,14.319,14.029,12.545,12.477,,,-1.33625896422837,2.92439531185626,2.60487164966918,1.55179411079181,1.42002025455897,4.10816463205266,,,3.19540114016586,3.34971373830548,2.27987941114745,2.62614385621105,4.1502769922833,6.25617734436131,,,4.01,460034.0,20.0,610952.0,15374.0,3.8,18.0,27.0,0.15,42.1,55.3,2.6,,11.998,2.38,10.4,33.1,56.6,57.74,60.75,54.76,Muslim,,,,,60.5,,,,
Sao Tome and Principe,N/A,N/A,N/A,210187,213392,217435,221961,226305,230871,,,383717327.830508,412976082.620705,471229484.607144,524402455.54816,540809499.189348,678976264.835436,,,4.37812808264972,2.01431672129407,2.62485949543812,1.89929891337832,0.168698492216564,0.372252775001456,,,1825.59971753966,1935.2931816596,2167.22001796925,2362.58827248102,2389.73729784737,2940.93352926715,,,8.714,8.831,9.686,9.6,8.992,9.071,,,1.54237554431048,1.51332392108067,1.87691054092554,2.06017354745306,1.93819561963228,1.99754660166419,,,,,,,,,,,,,,,,,,,,36.4,60.3,3.2,1.279,678.976,21.26,13.7,2.8,75.9,,,,Catholic,,,,,55.7,,,,
Suriname,Surinamese dollar,$,SRD,599513,605768,612317,617896,623164,628886,,,3996198866.57453,4016040575.08796,2911807496.20227,3107923197.96954,3791603200.0259,3455146280.83975,,,4.94827108468886,1.16758977233877,-15.9751917148622,-2.43538583612838,2.40622235601218,2.53956675446825,,,6665.74180472239,6629.66775248603,4755.39221710693,5029.84838543953,6084.43876736445,5494.07409425517,,,7.693,7.556,8.76,8.491,8.16,7.631,,,0.972162135207174,1.03794155144619,1.07530477821816,0.907003624018977,0.848956801428746,0.914027369002208,,,,,,,,,,,0.88,5545.0,4.0,156000.0,-1166.0,2.2,28.0,62.0,0.01,22.5,70.0,7.5,11.976,3.455,51.59,7.5,39.9,48.3,73.76,76.98,70.6,Catholic,,,,,23.6,,,,
Slovakia,Euro,€,EUR,5446771,5454147,5458827,5447247,5431752,5426740,,,106611673364.837,105843498304.094,107732602896.441,120592216208.386,115928615553.286,132908336234.295,,,4.06212036983018,2.27589918160336,-2.5855125291319,5.72698854011892,0.449673875081572,1.37833727209444,,,19573.3717031314,19406.0589683582,19735.4858280801,22138.1949833348,21342.7666714692,24491.3771867262,,,6.544,5.761,6.719,6.894,6.143,5.84,,,0.138508159611326,0.135328072840865,0.0857694756149868,-0.212358807611049,-0.284860959688394,-0.0923148510113108,,,1.22170097426647,1.70497144469347,1.92200478883117,1.74154649987505,1.80856096698237,2.01653474902229,,,-0.2,-11295.0,115.0,48088.0,-21027.0,1.6,42.0,54.0,0.07,15.3,66.5,18.1,213.219,132.908,10.53,2.0,32.9,56.4,78.49,81.71,75.21,Catholic,,,,,55.8,,,,
Slovenia,Euro,€,EUR,2073894,2088385,2102419,2108079,2112076,2120461,,,53689067639.9176,53909922735.545,53384760135.1581,61529280461.092,59927702746.2843,69148468417.3208,,,4.37908171612922,3.50525166840163,-4.08499815297814,8.38965032094461,2.69923755687375,2.11259184318999,,,25888.0481065655,25814.1687167572,25392.0651093612,29187.369382785,28373.8382265999,32610.110922729,,,5.108,4.446,4.971,4.744,4.011,3.652,,,0.362584395134764,0.696304046333357,0.669754656164979,0.268851969969908,0.189424378732817,0.396216782960902,,,0.977856790281467,1.0543316103123,1.0585626998026,1.23377056737635,1.29212775926011,1.33665006488574,,,0.01,301.0,105.0,20140.0,3319.0,1.6,44.0,55.0,0.03,14.3,62.5,23.2,102.299,69.148,7.45,1.5,29.7,57.7,81.78,84.47,79.11,Catholic,,,,,69.0,,,,
Sweden,Swedish krona,kr,SEK,10175214,10278887,10353442,10415811,10486941,10536632,,,551312498430.164,532169294165.94,545147614972.141,637186904843.636,579895717343.956,584960475767.32,,,1.90296458840773,2.54964785253048,-2.00533750353763,5.9375085730744,1.45928850757269,-0.310670184725893,,,54181.9069780904,51773.0464558993,52653.7565934247,61174.9680215622,55296.9371472535,55516.836477474,,,6.365,6.833,8.291,8.722,7.392,7.611,,,1.16164515996039,1.01372226345511,0.722703912882934,0.600591532839468,0.68058286829853,0.472717863265105,,,1.03224609210767,1.09340922552771,1.14608642427625,1.18522396008572,1.30604276885439,1.47341062942458,,,0.53,55505.0,26.0,410340.0,50115.0,1.4,40.0,87.0,0.13,17.1,62.1,20.8,665.016,584.96,8.55,1.0,23.3,65.2,83.42,85.22,81.65,Catholic,,,,,53.9,,,,
Eswatini,Swazi lilangeni,L or E (pl.),SZL,1168929,1179874,1192729,1206593,1218917,1230506,,,4659474399.74018,4594818143.27624,4105756862.55271,4737671576.32851,4695372785.0814,4442875788.08505,,,0.769171433736886,4.96212142479391,-2.88706296038356,3.39933858133693,-0.0676192583464115,5.01490471257054,,,3986.10557163026,3894.32951592818,3442.3216527415,3926.48687364215,3852.08573272946,3610.60879677551,,,26.369,28.138,32.944,34.153,35.359,35.086,,,0.922518621738631,0.931970814127083,1.0836305772053,1.15567266949473,1.01620740015869,0.946270731993531,,,2.09603771542402,1.89023924327776,1.8608190625872,1.78385478033566,1.64512139394137,1.56832126015003,,,1.0,12316.0,72.0,17200.0,-6754.0,2.7,22.0,31.0,0.02,,,,,,,,,,64.26,67.11,61.32,,,,,,,,,,
Sint Maarten (Dutch part),N/A,N/A,N/A,39712,40385,41008,41571,42139,42749,,,1259200446.92737,1407880446.92737,1236428100.55866,1353071061.45251,1537088715.0838,1627776949.27374,,,-6.85698299227944,10.9650009352392,-13.3167887221567,4.57759677933345,9.80000111145777,3.8,,,31708.3110124742,34861.469528968,30150.8998380477,32548.4366854902,36476.6300833859,38077.5444869761,,,,,,,,,,,1.81943322551715,1.6805019872063,1.53087407274557,1.36356391629724,1.35708688873829,1.43721256242405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,Seychellois rupee,Re or Rs (pl.),SCR,96762,97625,98462,99258,119878,119773,,,1784313926.76807,1868690096.73454,1382551751.56908,1487173794.80528,2057968519.83091,2141450171.13932,,,4.93947272254312,5.5142920737342,-11.7398608281732,0.552281631207279,14.9768513322959,3.16171435490999,,,18440.2340460932,19141.5118743615,14041.4754074575,14982.9111487767,17167.1909760833,17879.2396545075,,,,,,,,,,,0.954291917891324,0.887925293341637,0.853707878128979,0.805183391179401,,-0.0876274304874622,,,1.31441839283279,1.28748760895455,1.57270914610167,2.77755038036736,1.33292407432337,1.70691302906347,,,1.93,2467.0,284.0,460.0,1747.0,2.1,34.0,44.0,0.0,17.7,72.4,10.0,3.53,2.141,-1.04,2.8,12.0,68.0,72.99,76.66,70.08,Catholic,,,,,76.2,,,,
Syrian Arab Republic,N/A,N/A,N/A,19577845,20353534,21049429,21628839,22462173,23594623,,,21497782867.6426,22583045060.0821,12047752036.091,14353205678.4991,23622827079.5047,,,,1.39317607830837,1.22070522070523,-0.697154504235129,1.85421590064124,0.732781301861365,,,,1098.0668642357,1109.53926036049,572.355289831901,663.614245706815,1051.67149587463,,,,13.497,13.36,15.191,14.877,13.268,13.187,,,1.82043236963093,3.88559879868016,3.36188761247899,2.71541292038855,3.78051313340953,4.91861526815481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,United States dollar,$,USD,41559,43166,44386,45243,45847,46198,,,1128749004.5304,1177285211.72521,774653669.315186,1045782453.5755,1228794382.95121,1402054390.94734,,,5.61059358355325,5.31092524837173,-26.782932872099,9.02549747146406,6.19999948551566,1.19999674543641,,,27160.1579568902,27273.4376992357,17452.6578046047,23114.7902123091,26802.0673752091,30348.8114409139,,,,,,,,,,,4.04120189777229,3.79390439929271,2.78709560637585,1.91238576461203,1.32618037626777,0.762674129802692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,Central African CFA franc,F.CFA,XAF,16156531,16685223,17224679,17828273,18455316,19319064,,,11239167898.3395,11314951091.7283,10715396042.3343,11779981332.8631,12396807588.4082,13149325362.3347,,,2.37403780037786,3.24718191743429,-1.60000673705524,-1.16918700397552,2.80434074839411,4.12231962001739,,,695.642393675941,678.142035723965,622.095543396442,660.747192555507,671.720147647873,680.639877912029,,,1.135,1.084,1.707,1.548,1.096,1.074,,,3.35956028710956,3.21991132048391,3.18197036099619,3.44423869357111,3.45668911084691,4.57399213394625,,,2.29501083891047,2.13540316157051,3.00516441872389,2.80961635576231,2.74817961326246,2.90849870783417,,,5.07,980059.0,16.0,1259200.0,204040.0,6.0,16.0,22.0,0.25,45.8,51.7,2.5,32.446,13.149,10.84,25.1,44.4,28.7,55.24,57.19,53.36,Catholic,,,,,52.1,,,,
Togo,West African CFA franc,F.CFA,XOF,8258778,8463068,8669720,8878379,9089738,9304337,,,7029300383.08031,6992700101.37188,7400284167.78479,8342243645.94438,8169476148.95692,9171261837.57103,,,4.7950602703237,4.92292591685973,1.99215501870344,5.99087610392314,5.75954251521733,6.40792215636242,,,851.130806891807,826.260654099894,853.578220263722,939.613373786407,898.758154410712,985.697512629974,,,2.898,2.036,2.225,2.333,1.965,1.948,,,2.47179798610782,2.44351209316794,2.41247393684318,2.37825002957617,2.35270895960531,2.33345506489111,,,1.96333243100018,3.14621707722131,2.83898598749665,3.11153706019691,5.44192262318708,4.01481287774573,,,2.27,210899.0,175.0,54390.0,-14014.0,4.1,19.0,44.0,0.12,38.7,57.0,4.3,25.75,9.171,,18.1,20.2,51.7,62.93,63.15,62.7,Jewish,,,,,42.3,,,,
Thailand,Thai baht,฿,THB,71376079,71522271,71641484,71727332,71735329,71702435,,,506754208404.485,543976691793.886,500461898480.246,506256494297.34,495645210972.751,514968699239.005,,,4.22287028746071,2.11455779628278,-6.05003846851622,1.56818176501186,2.46276934050356,1.88725725050934,,,7099.77650081458,7605.69657797759,6985.64393892574,7058.0694998852,6909.35997481451,7182.02525812415,,,0.765,0.716,1.099,1.215,0.94,0.733,,,0.302929452489855,0.204609851692418,0.166540794566251,0.119758274714782,0.0111485454856964,-0.0458651887192549,,,1.32639351547521,1.32729814008386,1.46077928107965,1.41836848663438,1.24454577456141,1.16558115305502,,,-0.05,-34424.0,140.0,510890.0,23321.0,1.2,40.0,53.0,0.88,15.8,69.0,15.1,1.516,514.969,1.23,8.6,32.9,58.5,76.56,80.98,72.34,Jewish,,,,,92.5,,,,
Tajikistan,Tajikistani somoni,SM,TJS,9307333,9529966,9749310,9966908,10182222,10389799,,,7764999999.45362,8300813599.3084,8133963550.65742,8937805347.13963,10713525200.3998,12060602008.8478,,,7.5999988895536,7.40000016310556,4.40000111553493,9.39999955037523,8.00000033846364,8.29999921651935,,,834.288404578801,871.022372934846,834.311715460625,896.748053372182,1052.17949484894,1160.81187026311,,,11.437,11.419,12.321,12.333,11.634,11.546,,,2.40737599740749,2.36385658944468,2.27553632959872,2.20738922074721,2.13728529423458,2.01812009749216,,,1.04856527674186,0.996966249525976,0.947973986993497,1.02415361293583,2.00259868273668,1.22399854323499,,,1.94,201128.0,76.0,139960.0,-21236.0,3.0,22.0,27.0,0.13,36.9,59.3,3.9,46.467,12.061,,22.9,34.7,34.1,71.93,74.14,69.68,Muslim,,,,,98.0,,,,
Turkmenistan,Turkmenistani manat,m,TMT,6655524,6803944,6949912,7092043,7230193,7364438,,,40765428571.4286,45232857142.8571,45818000000,50007428571.4286,58972000000,60628857142.8571,,,6.19999994137119,6.30000004226711,5.900000048526,6.20000001747076,6.19999993621698,6.30015758549871,,,6125.05169712085,6648.0348960628,6592.60146027748,7051.20211079213,8156.35211950774,8232.65225980002,,,4.044,4.043,4.501,4.459,4.109,4.099,,,2.25592915498978,2.20552575085177,2.12265535789649,2.02444537373143,1.92922787802207,1.83970100027524,,,,,,,,,,,1.77,130060.0,16.0,469930.0,14646.0,2.7,27.0,46.0,0.09,24.5,68.6,6.9,131.576,60.629,,11.3,39.3,49.4,70.2,73.01,67.0,Jewish,,,,,93.0,,,,
Timor-Leste,N/A,N/A,N/A,1275959,1300945,1326053,1350139,1369295,1384286,,,1555988600,2032550400,2162619200,3624889700,3208594000,2079916900,,,-0.466502170658785,24.2128840085001,31.7257416721413,5.363126627216,-20.584244040573,-18.1178133769718,,,1219.46598597604,1562.36458881813,1630.86935439232,2684.82704373402,2343.24524664152,1502.51963828284,,,3.778,3.097,2.782,2.344,1.537,1.521,,,1.91930286555216,1.93928707188808,1.91159373351817,1.80006893139932,1.40884587356384,1.08884743970717,,,1.31785919815845,1.69575076407375,1.78169014084507,1.08312161714349,1.10708519569663,1.26187058679104,,,1.18,16352.0,94.0,14870.0,-2552.0,2.6,21.0,35.0,0.02,38.7,56.8,4.5,5.992,2.08,8.42,16.9,23.9,61.0,67.9,69.67,66.27,Catholic,,,,,97.6,,,,
Tonga,Tongan paʻanga[K],T$,TOP,105567,105669,105704,105490,105042,104597,,,489714518.002333,494197841.113077,496856295.76752,518228012.09129,518180042.241509,,,,0.68755058264442,-0.208437487640992,1.78339492959161,0.362601971842835,-2.30986002720401,,,,4638.89774268789,4676.84790348236,4700.44932800575,4912.57950603175,4933.07479143113,,,,2.248,2.157,2.699,2.111,2.302,2.262,,,0.20007307916608,0.09657445504329,0.0331168127621577,-0.202657341819835,-0.425589151486705,-0.424539964766316,,,,,,,,,,,-0.4,-422.0,145.0,720.0,-2149.0,3.1,21.0,26.0,0.0,29.3,63.2,7.4,,518.18,6.35,15.6,15.5,51.8,73.07,76.54,69.5,Catholic,,,,,63.9,,,,
Trinidad and Tobago,Trinidad and Tobago dollar,$,TTD,1359193,1363985,1366725,1367558,1365805,1367510,,,24569257295.0918,23775659262.5735,20807716174.0546,24496397204.7176,30053446092.0128,27372285697.9477,,,-0.602464842311747,0.3612724057636,-9.07787689348437,-1.03742621022469,1.48223484044745,1.34767518168188,,,18076.3565550233,17431.0269266696,15224.5083495616,17912.5106245714,22004.1997884125,20016.1503008736,,,3.498,3.523,4.206,4.446,4.383,4.21,,,0.18852465203732,0.351942101931713,0.200680476473799,0.0609300519200696,-0.128266918103601,0.124756950526578,,,0.703311490455527,0.755297811389905,0.863709067504928,0.89361706677855,0.742178729479224,0.886002727343586,,,0.32,4850.0,294.0,5130.0,1334.0,1.5,37.0,49.0,0.02,18.7,67.2,14.1,43.358,27.372,4.63,1.1,48.9,47.8,73.62,76.83,70.51,Catholic,,,,,32.1,,,,
Tunisia,Tunisian dinar,DT,TND,11765514,11875081,11974057,12048622,12119334,12200431,,,42686504459.801,41905642418.825,42491780918.361,46812290143.344,44579761022.8993,48529595416.6533,,,2.62493010870395,1.58784665466504,-9.01193412390238,4.7363207484732,2.67331821840567,0.0391565674939329,,,3628.10366464236,3528.87213306798,3548.65363663803,3885.28166485296,3678.40023411347,3977.69516639644,,,15.459,17.153,17.656,16.611,15.3,15.106,,,0.982378425356264,0.926946081730267,0.830022185577052,0.620790374510459,0.585173208533683,0.666925034776371,,,1.97644872011962,2.38327777746153,2.7097783729293,2.63670026160052,2.47336373005518,2.3578511004509,,,0.63,76678.0,79.0,155360.0,-15221.0,1.8,33.0,71.0,0.15,24.4,65.2,10.4,153.152,48.53,9.33,9.5,23.5,62.1,76.71,79.33,74.13,Jewish,,,,,99.0,,,,
